customer_id,gross_revenue,recency_days,qty_invoices,qty_prod_purchased,range_of_products,avg_ticket,frequency,qty_returns,avg_qty_products_purchased,week_day,month,recency_score,frequency_score,monetary_score,rfm_score,cluster
13255,364.11,9,2,165,12,30.3425,0.005479452054794521,3.0,82.5,1.0,11.0,5,1,2,512,new_customers
16583,233.45,373,1,111,14,16.675,1.0,0.0,111.0,1.0,11.0,1,4,1,141,about_to_sleep
18085,689.95,330,2,265,29,23.79137931034483,0.045454545454545456,0.0,132.5,1.0,1.0,1,3,3,133,about_to_sleep
13758,3190.55,11,7,1844,117,27.26965811965812,0.01928374655647383,0.0,263.42857142857144,1.0,11.0,5,2,5,525,new_customers
13694,61069.58,3,48,60246,545,112.0542752293578,0.1293800539083558,1413.0,1255.125,1.0,8.0,5,4,5,545,champions
15983,1465.12,22,4,886,112,13.081428571428571,0.011363636363636364,0.0,221.5,2.0,11.0,4,1,4,414,new_customers
14849,7761.88,21,25,5568,379,20.4798944591029,0.0708215297450425,38.0,222.72,2.0,11.0,4,3,5,435,potential_loyalists
17968,265.1,373,1,151,81,3.27283950617284,1.0,0.0,151.0,1.0,11.0,1,4,2,142,about_to_sleep
16210,21086.3,1,18,7559,123,171.43333333333334,0.04825737265415549,0.0,419.94444444444446,1.0,11.0,5,3,5,535,potential_loyalists
17897,507.81,172,3,214,107,4.74588785046729,0.01485148514851485,6.0,71.33333333333333,0.0,6.0,2,1,3,213,hibernating
17377,4058.32,23,20,2038,404,10.045346534653465,0.05698005698005698,1.0,101.9,2.0,10.0,4,3,5,435,potential_loyalists
16552,379.73,242,2,219,17,22.337058823529414,0.015151515151515152,0.0,109.5,1.0,4.0,1,1,2,112,hibernating
17181,239.92000000000002,57,2,241,23,10.431304347826087,0.006309148264984227,0.0,120.5,1.0,10.0,3,1,1,311,hibernating
17951,973.1400000000001,39,3,604,19,51.21789473684211,0.008955223880597015,6.0,201.33333333333334,1.0,10.0,3,1,4,314,hibernating
14729,313.49,373,1,197,71,4.415352112676056,1.0,0.0,197.0,1.0,11.0,1,4,2,142,about_to_sleep
12748,30804.84,0,203,23070,4322,7.1274502545118,0.5427807486631016,1538.0,113.64532019704434,3.0,11.0,5,4,5,545,champions
15012,405.04,53,2,225,122,3.3200000000000003,0.006230529595015576,0.0,112.5,1.0,10.0,3,1,2,312,hibernating
12868,1607.0600000000002,185,6,928,107,15.0192523364486,0.031746031746031744,0.0,154.66666666666666,1.0,1.0,1,3,4,134,cant_lose
17572,226.75000000000003,71,4,95,12,18.895833333333336,0.013201320132013201,0.0,23.75,2.0,4.0,3,1,1,311,hibernating
14078,1049.37,101,6,310,65,16.144153846153845,0.02197802197802198,0.0,51.666666666666664,1.0,2.0,2,2,4,224,hibernating
14001,2043.0800000000002,45,3,962,39,52.38666666666667,0.00911854103343465,3.0,320.6666666666667,0.0,4.0,3,1,5,315,hibernating
12662,3511.08,0,11,2023,218,16.105871559633027,0.029411764705882353,18.0,183.9090909090909,1.0,11.0,5,2,5,525,new_customers
15525,719.47,2,3,385,154,4.671883116883117,0.008064516129032258,2.0,128.33333333333334,1.0,11.0,5,1,3,513,new_customers
14237,161.0,373,1,38,9,17.88888888888889,1.0,0.0,38.0,1.0,11.0,1,4,1,141,about_to_sleep
17905,798.99,71,4,406,33,24.21181818181818,0.013201320132013201,0.0,101.5,1.0,7.0,3,1,3,313,hibernating
15485,2564.5,30,3,1281,85,30.17058823529412,0.00872093023255814,0.0,427.0,1.0,11.0,4,1,5,415,new_customers
12433,13375.87,0,7,11071,420,31.847309523809525,0.01871657754010695,0.0,1581.5714285714287,1.0,12.0,5,2,5,525,new_customers
16955,493.67,184,4,246,24,20.569583333333334,0.021052631578947368,20.0,61.5,1.0,1.0,1,2,3,123,about_to_sleep
15350,115.65,373,1,51,5,23.130000000000003,1.0,0.0,51.0,1.0,11.0,1,4,1,141,about_to_sleep
15605,1198.23,36,5,441,67,17.88402985074627,0.014792899408284023,0.0,88.2,1.0,11.0,3,1,4,314,hibernating
18144,2888.75,7,12,1343,43,67.18023255813954,0.0326975476839237,0.0,111.91666666666667,0.0,11.0,5,3,5,535,potential_loyalists
15922,345.90000000000003,373,1,130,10,34.59,1.0,2.0,130.0,1.0,11.0,1,4,2,142,about_to_sleep
14594,363.33,7,2,183,52,6.987115384615384,0.005449591280653951,0.0,91.5,1.0,11.0,5,1,2,512,new_customers
15165,487.75,373,1,160,27,18.064814814814813,1.0,0.0,160.0,1.0,11.0,1,4,3,143,about_to_sleep
14911,99358.5,1,190,64933,4599,21.60437051532942,0.5093833780160858,3335.0,341.7526315789474,2.0,11.0,5,4,5,545,champions
16456,2158.18,99,5,1147,110,19.61981818181818,0.01818181818181818,0.0,229.4,5.0,8.0,2,2,5,225,hibernating
17346,2543.0,3,15,1597,480,5.297916666666667,0.04043126684636118,18.0,106.46666666666667,2.0,10.0,5,3,5,535,potential_loyalists
17643,101.55,373,1,71,8,12.69375,1.0,0.0,71.0,1.0,11.0,1,4,1,141,about_to_sleep
17841,32453.94,1,122,19087,6372,5.093210922787193,0.32707774798927614,206.0,156.45081967213116,1.0,11.0,5,4,5,545,champions
17873,1684.5600000000002,80,5,951,40,42.114000000000004,0.017006802721088437,48.0,190.2,1.0,3.0,2,1,4,214,hibernating
13093,7144.2699999999995,275,8,3745,146,48.93335616438356,0.08080808080808081,18.0,468.125,2.0,1.0,1,3,5,135,cant_lose
12921,15038.970000000001,9,37,8764,662,22.71747734138973,0.10136986301369863,72.0,236.86486486486487,1.0,11.0,5,4,5,545,champions
13468,5296.09,1,37,2533,284,18.648204225352114,0.09919571045576407,8.0,68.45945945945945,2.0,3.0,5,3,5,535,potential_loyalists
17760,287.59,21,2,239,25,11.503599999999999,0.0056657223796034,0.0,119.5,1.0,11.0,4,1,2,412,new_customers
16928,2727.2,80,17,2022,197,13.843654822335024,0.05782312925170068,20.0,118.94117647058823,0.0,8.0,2,3,5,235,cant_lose
16048,256.44,373,2,144,8,32.055,2.0,1.0,72.0,1.0,11.0,1,5,2,152,about_to_sleep
16274,351.75,373,1,153,65,5.411538461538462,1.0,0.0,153.0,1.0,11.0,1,4,2,142,about_to_sleep
14496,538.8100000000001,311,2,159,19,28.35842105263158,0.031746031746031744,0.0,79.5,0.0,1.0,1,3,3,133,about_to_sleep
14696,2030.23,4,7,1558,128,15.861171875,0.01891891891891892,4.0,222.57142857142858,6.0,1.0,5,2,5,525,new_customers
16539,1388.81,2,4,477,45,30.862444444444442,0.010752688172043012,0.0,119.25,1.0,12.0,5,1,4,514,new_customers
17025,357.77,60,3,235,9,39.75222222222222,0.009554140127388535,0.0,78.33333333333333,1.0,11.0,3,1,2,312,hibernating
13777,15088.880000000001,0,31,7209,132,114.30969696969697,0.08288770053475936,93.0,232.5483870967742,1.0,11.0,5,3,5,535,potential_loyalists
17690,4682.1,30,15,1739,249,18.803614457831326,0.0436046511627907,6.0,115.93333333333334,1.0,11.0,4,3,5,435,potential_loyalists
12947,1372.49,143,6,1153,91,15.082307692307692,0.025974025974025976,8.0,192.16666666666666,0.0,6.0,2,2,4,224,hibernating
18229,7276.900000000001,11,20,2488,164,44.37134146341464,0.05509641873278237,0.0,124.4,1.0,11.0,5,3,5,535,potential_loyalists
14142,311.81,373,1,313,22,14.173181818181819,1.0,0.0,313.0,1.0,11.0,1,4,2,142,about_to_sleep
17069,2484.1,28,8,1386,129,19.25658914728682,0.023121387283236993,24.0,173.25,3.0,11.0,4,2,5,425,new_customers
13065,205.86,373,1,74,14,14.704285714285716,1.0,0.0,74.0,1.0,11.0,1,4,1,141,about_to_sleep
14606,10442.99,1,90,5455,2436,4.2869417077175695,0.24128686327077747,246.0,60.611111111111114,1.0,2.0,5,4,5,545,champions
16835,180.85,128,2,61,10,18.085,0.008130081300813009,0.0,30.5,1.0,8.0,2,1,1,211,hibernating
15235,2247.51,217,12,1324,143,15.716853146853149,0.07643312101910828,0.0,110.33333333333333,2.0,1.0,1,3,5,135,cant_lose
13576,2999.82,10,18,1534,105,28.569714285714287,0.04945054945054945,6.0,85.22222222222223,1.0,11.0,5,3,5,535,potential_loyalists
18011,102.78999999999999,373,1,71,28,3.671071428571428,1.0,0.0,71.0,1.0,11.0,1,4,1,141,about_to_sleep
13090,8631.16,8,14,2173,149,57.92724832214765,0.038356164383561646,69.0,155.21428571428572,2.0,11.0,5,3,5,535,potential_loyalists
15694,6073.8,0,13,1592,73,83.2027397260274,0.03485254691689008,12.0,122.46153846153847,2.0,11.0,5,3,5,535,potential_loyalists
14741,1400.34,11,6,841,59,23.73457627118644,0.016574585635359115,0.0,140.16666666666666,2.0,11.0,5,1,4,514,new_customers
13715,1025.74,281,5,547,100,10.2574,0.05434782608695652,8.0,109.4,2.0,12.0,1,3,4,134,cant_lose
17732,303.97,372,1,93,18,16.887222222222224,1.0,0.0,93.0,2.0,11.0,1,4,2,142,about_to_sleep
12855,38.1,372,1,30,3,12.700000000000001,1.0,0.0,30.0,2.0,11.0,1,4,1,141,about_to_sleep
15752,2596.18,39,7,1942,402,6.458159203980099,0.020958083832335328,5.0,277.42857142857144,6.0,3.0,3,2,5,325,hibernating
17855,208.97,372,1,197,17,12.292352941176471,1.0,0.0,197.0,2.0,11.0,1,4,1,141,about_to_sleep
14047,1262.1100000000001,8,4,371,30,42.07033333333334,0.010958904109589041,4.0,92.75,0.0,11.0,5,1,4,514,new_customers
17925,244.08,372,1,72,1,244.08,1.0,0.0,72.0,2.0,11.0,1,4,2,142,about_to_sleep
13941,4457.76,21,5,2184,41,108.7258536585366,0.014204545454545454,57.0,436.8,0.0,11.0,4,1,5,415,new_customers
17017,6643.88,2,19,4999,210,31.63752380952381,0.05121293800539083,60.0,263.10526315789474,2.0,11.0,5,3,5,535,potential_loyalists
14135,4690.31,1,15,3850,134,35.00231343283583,0.04032258064516129,0.0,256.6666666666667,0.0,11.0,5,3,5,535,potential_loyalists
13108,350.06,372,1,298,10,35.006,1.0,0.0,298.0,2.0,11.0,1,4,2,142,about_to_sleep
15601,6556.11,11,14,4909,399,16.431353383458646,0.03867403314917127,5.0,350.64285714285717,2.0,1.0,5,3,5,535,potential_loyalists
13418,5431.36,11,18,3683,283,19.19208480565371,0.049723756906077346,79.0,204.61111111111111,1.0,5.0,5,3,5,535,potential_loyalists
15658,645.85,190,4,166,35,18.452857142857145,0.02185792349726776,10.0,41.5,2.0,5.0,1,2,3,123,about_to_sleep
14388,3096.69,10,8,1908,179,17.299944134078213,0.02203856749311295,8.0,238.5,3.0,11.0,5,2,5,525,new_customers
14901,1388.44,11,9,650,93,14.929462365591398,0.024861878453038673,2.0,72.22222222222223,0.0,11.0,5,2,4,524,new_customers
18041,4034.97,11,21,3734,452,8.926924778761062,0.058011049723756904,9.0,177.8095238095238,2.0,11.0,5,3,5,535,potential_loyalists
15955,4379.86,24,14,2123,181,24.198121546961325,0.04011461318051576,11.0,151.64285714285714,2.0,8.0,4,3,5,435,potential_loyalists
15070,106.2,372,1,36,1,106.2,1.0,0.0,36.0,2.0,11.0,1,4,1,141,about_to_sleep
16244,1522.75,211,2,855,91,16.733516483516482,0.012345679012345678,0.0,427.5,2.0,5.0,1,1,4,114,hibernating
15111,1567.48,29,3,710,84,18.660476190476192,0.00872093023255814,0.0,236.66666666666666,2.0,11.0,4,1,4,414,new_customers
14390,4498.97,10,9,2111,275,16.35989090909091,0.024793388429752067,11.0,234.55555555555554,2.0,11.0,5,2,5,525,new_customers
16546,787.15,290,2,549,25,31.486,0.024096385542168676,852.0,274.5,0.0,2.0,1,2,3,123,about_to_sleep
15260,1660.77,100,7,765,72,23.06625,0.02564102564102564,24.0,109.28571428571429,1.0,11.0,2,2,4,224,hibernating
13305,2000.86,4,10,1232,81,24.701975308641973,0.02710027100271003,0.0,123.2,2.0,8.0,5,2,5,525,new_customers
14491,340.93,175,2,139,17,20.05470588235294,0.010101010101010102,0.0,69.5,2.0,6.0,2,1,2,212,hibernating
14060,6090.02,4,19,5266,197,30.913807106598988,0.051490514905149054,12.0,277.1578947368421,1.0,12.0,5,3,5,535,potential_loyalists
15923,127.08,372,1,122,21,6.051428571428572,1.0,0.0,122.0,2.0,11.0,1,4,1,141,about_to_sleep
16752,207.5,372,1,54,9,23.055555555555557,1.0,0.0,54.0,2.0,11.0,1,4,1,141,about_to_sleep
17287,1049.06,26,7,556,122,8.598852459016394,0.020172910662824207,0.0,79.42857142857143,0.0,11.0,4,2,4,424,new_customers
15363,310.1,372,1,142,15,20.673333333333336,1.0,1.0,142.0,2.0,11.0,1,4,2,142,about_to_sleep
12915,363.65,148,2,93,22,16.529545454545453,0.008888888888888889,0.0,46.5,2.0,7.0,2,1,2,212,hibernating
15544,3470.01,9,9,3047,252,13.769880952380953,0.024725274725274724,4.0,338.55555555555554,3.0,11.0,5,2,5,525,new_customers
15738,4392.02,18,16,2782,160,27.450125000000003,0.04507042253521127,15.0,173.875,2.0,1.0,4,3,5,435,potential_loyalists
17381,19957.61,8,28,25349,107,186.51971962616824,0.07671232876712329,3.0,905.3214285714286,2.0,2.0,5,3,5,535,potential_loyalists
15827,1389.49,73,13,758,86,16.156860465116278,0.043333333333333335,40.0,58.30769230769231,2.0,3.0,2,3,4,234,cant_lose
14180,4304.22,10,25,681,211,20.39914691943128,0.06887052341597796,9.0,27.24,2.0,1.0,5,3,5,535,potential_loyalists
13117,984.91,21,8,945,76,12.959342105263158,0.022727272727272728,0.0,118.125,3.0,11.0,4,2,4,424,new_customers
16916,562.41,23,2,431,136,4.135367647058823,0.005714285714285714,0.0,215.5,1.0,11.0,4,1,3,413,new_customers
17964,463.21,31,2,294,98,4.726632653061224,0.005847953216374269,0.0,147.0,0.0,11.0,4,1,2,412,new_customers
14466,2272.4,29,7,1006,72,31.561111111111114,0.020348837209302327,0.0,143.71428571428572,0.0,11.0,4,2,5,425,new_customers
17235,550.06,25,2,224,29,18.96758620689655,0.005747126436781609,0.0,112.0,2.0,11.0,4,1,3,413,new_customers
16510,248.1,372,1,92,13,19.084615384615383,1.0,0.0,92.0,2.0,11.0,1,4,2,142,about_to_sleep
17802,1107.29,82,3,725,134,8.263358208955223,0.010309278350515464,9.0,241.66666666666666,5.0,6.0,2,1,4,214,hibernating
15107,243.0,311,5,160,13,18.692307692307693,0.08064516129032258,8.0,32.0,0.0,1.0,1,3,2,132,about_to_sleep
17976,321.79,372,1,93,57,5.645438596491228,1.0,0.0,93.0,2.0,11.0,1,4,2,142,about_to_sleep
14449,885.8,18,4,741,250,3.5431999999999997,0.011267605633802818,0.0,185.25,2.0,11.0,4,1,4,414,new_customers
16781,276.5,372,1,100,15,18.433333333333334,1.0,2.0,100.0,2.0,11.0,1,4,2,142,about_to_sleep
13491,1215.82,51,10,903,86,14.137441860465115,0.031055900621118012,0.0,90.3,1.0,1.0,3,3,4,334,need_attention
16186,3916.94,22,12,2948,212,18.4761320754717,0.03418803418803419,12.0,245.66666666666666,2.0,5.0,4,3,5,435,potential_loyalists
17685,3155.83,16,7,1907,127,24.849055118110236,0.0196078431372549,0.0,272.42857142857144,3.0,11.0,4,2,5,425,new_customers
17581,10325.38,0,24,5727,424,24.352311320754715,0.064343163538874,66.0,238.625,3.0,11.0,5,3,5,535,potential_loyalists
15732,294.12,212,2,215,14,21.00857142857143,0.012422360248447204,0.0,107.5,1.0,5.0,1,1,2,112,hibernating
13138,962.39,22,6,473,63,15.276031746031746,0.017094017094017096,0.0,78.83333333333333,2.0,11.0,4,1,4,414,new_customers
17567,4045.07,7,8,2433,153,26.438366013071896,0.02185792349726776,204.0,304.125,2.0,11.0,5,2,5,525,new_customers
15061,51405.92,3,47,26629,366,140.45333333333332,0.12702702702702703,330.0,566.5744680851063,2.0,11.0,5,4,5,545,champions
16203,577.9,58,4,258,34,16.99705882352941,0.012698412698412698,1.0,64.5,0.0,4.0,3,1,3,313,hibernating
15640,12251.2,4,15,6479,469,26.121961620469083,0.04065040650406504,34.0,431.93333333333334,1.0,11.0,5,3,5,535,potential_loyalists
15574,675.64,177,4,332,152,4.445,0.02040816326530612,0.0,83.0,2.0,12.0,2,2,3,223,about_to_sleep
16770,706.7,57,5,432,138,5.121014492753623,0.015822784810126583,12.0,86.4,2.0,1.0,3,1,3,313,hibernating
17838,2212.8,89,4,1313,98,22.579591836734696,0.014084507042253521,434.0,328.25,2.0,2.0,2,1,5,215,hibernating
17228,1906.09,15,8,1532,208,9.16389423076923,0.0223463687150838,0.0,191.5,0.0,11.0,4,2,4,424,new_customers
14829,650.95,29,4,432,40,16.27375,0.011627906976744186,38.0,108.0,2.0,11.0,4,1,3,413,new_customers
17412,1258.06,2,7,738,66,19.061515151515152,0.018867924528301886,0.0,105.42857142857143,1.0,11.0,5,2,4,524,new_customers
14031,12058.460000000001,7,16,5060,236,51.095169491525425,0.04371584699453552,418.0,316.25,3.0,11.0,5,3,5,535,potential_loyalists
14775,1011.9,58,3,1174,60,16.865,0.009523809523809525,0.0,391.3333333333333,1.0,7.0,3,1,4,314,hibernating
12971,10897.76,3,85,9156,302,36.08529801324504,0.22972972972972974,86.0,107.71764705882353,1.0,11.0,5,4,5,545,champions
17659,2908.99,17,12,1464,153,19.01300653594771,0.033707865168539325,39.0,122.0,0.0,8.0,4,3,5,435,potential_loyalists
15299,2903.81,67,5,1123,5,580.762,0.016339869281045753,8.0,224.6,6.0,10.0,3,1,5,315,hibernating
15646,425.14000000000004,157,3,388,34,12.504117647058825,0.013888888888888888,6.0,129.33333333333334,2.0,4.0,2,1,2,212,hibernating
13402,621.23,127,2,479,39,15.92897435897436,0.008130081300813009,0.0,239.5,2.0,8.0,2,1,3,213,hibernating
17757,5563.6900000000005,1,30,3312,739,7.5286738836265235,0.08064516129032258,4.0,110.4,1.0,11.0,5,3,5,535,potential_loyalists
13011,50.550000000000004,372,1,13,3,16.85,1.0,0.0,13.0,2.0,11.0,1,4,1,141,about_to_sleep
16754,2002.4,372,1,4280,2,1001.2,1.0,0.0,4280.0,2.0,11.0,1,4,5,145,cant_lose
16634,217.9,222,2,82,9,24.211111111111112,0.013245033112582781,0.0,41.0,2.0,4.0,1,1,1,111,hibernating
18239,1561.6100000000001,218,5,795,88,17.745568181818182,0.03225806451612903,0.0,159.0,2.0,1.0,1,3,4,134,cant_lose
14576,35.400000000000006,372,1,12,1,35.400000000000006,1.0,0.0,12.0,2.0,11.0,1,4,1,141,about_to_sleep
13145,603.52,39,4,133,5,120.704,0.011976047904191617,3.0,33.25,2.0,8.0,3,1,3,313,hibernating
18168,1053.59,176,6,551,122,8.635983606557376,0.030456852791878174,9.0,91.83333333333333,2.0,2.0,2,2,4,224,hibernating
14395,3408.31,2,9,1681,343,9.9367638483965,0.02425876010781671,4.0,186.77777777777777,2.0,4.0,5,2,5,525,new_customers
14865,52.2,7,2,108,4,13.05,0.00546448087431694,0.0,54.0,2.0,11.0,5,1,1,511,new_customers
15093,4271.82,18,6,3639,104,41.075192307692305,0.016901408450704224,27.0,606.5,6.0,11.0,4,1,5,415,new_customers
12738,137.35,372,1,147,10,13.735,1.0,0.0,147.0,2.0,11.0,1,4,1,141,about_to_sleep
16150,1620.52,42,5,889,96,16.880416666666665,0.015105740181268883,43.0,177.8,6.0,3.0,3,1,4,314,hibernating
17552,930.41,60,4,719,49,18.987959183673468,0.012779552715654952,11.0,179.75,2.0,11.0,3,1,4,314,hibernating
14236,490.86,80,2,310,15,32.724000000000004,0.006825938566552901,0.0,155.0,0.0,9.0,2,1,3,213,hibernating
17961,1296.44,21,39,560,249,5.206586345381527,0.11079545454545454,0.0,14.35897435897436,3.0,5.0,4,4,4,444,loyal_customers
14573,1406.8700000000001,179,8,513,212,6.636179245283019,0.041237113402061855,6.0,64.125,2.0,3.0,2,3,4,234,cant_lose
17135,1139.73,16,7,1224,52,21.917884615384615,0.019662921348314606,0.0,174.85714285714286,1.0,10.0,4,2,4,424,new_customers
17396,7330.8,39,8,2005,27,271.5111111111111,0.024024024024024024,0.0,250.625,2.0,7.0,3,2,5,325,hibernating
12967,620.5,371,1,110,8,77.5625,1.0,195.0,110.0,3.0,12.0,1,4,3,143,about_to_sleep
12686,71.14,371,1,106,6,11.856666666666667,1.0,0.0,106.0,3.0,12.0,1,4,1,141,about_to_sleep
13370,650.47,371,1,309,34,19.131470588235295,1.0,7.0,309.0,3.0,12.0,1,4,3,143,about_to_sleep
16883,272.48,187,2,103,37,7.364324324324325,0.010810810810810811,0.0,51.5,3.0,6.0,1,1,2,112,hibernating
13520,2884.75,58,6,1609,84,34.342261904761905,0.01910828025477707,7.0,268.1666666666667,1.0,1.0,3,2,5,325,hibernating
12841,3615.39,4,25,2578,380,9.514184210526315,0.06793478260869565,74.0,103.12,5.0,12.0,5,3,5,535,potential_loyalists
16905,3020.65,5,7,1380,198,15.255808080808082,0.01907356948228883,1.0,197.14285714285714,5.0,11.0,5,2,5,525,new_customers
12427,426.82,21,3,208,23,18.557391304347824,0.008547008547008548,297.0,69.33333333333333,3.0,10.0,4,1,2,412,new_customers
17967,112.27,371,1,73,42,2.673095238095238,1.0,0.0,73.0,3.0,12.0,1,4,1,141,about_to_sleep
16891,742.43,1,5,265,186,3.991559139784946,0.013477088948787063,0.0,53.0,2.0,12.0,5,1,3,513,new_customers
14589,39.75,371,1,5,3,13.25,1.0,0.0,5.0,3.0,12.0,1,4,1,141,about_to_sleep
14156,107582.29000000001,9,53,55270,1344,80.04634672619048,0.14600550964187328,860.0,1042.8301886792453,1.0,6.0,5,4,5,545,champions
14680,17759.87,25,15,8012,162,109.62882716049383,0.043227665706051875,1002.0,534.1333333333333,0.0,1.0,4,3,5,435,potential_loyalists
17884,695.0699999999999,3,4,817,113,6.151061946902654,0.01084010840108401,0.0,204.25,0.0,12.0,5,1,3,513,new_customers
12557,11990.960000000001,16,5,4384,33,363.36242424242425,0.014044943820224719,0.0,876.8,6.0,1.0,4,1,5,415,new_customers
14083,1002.9,4,9,705,177,5.6661016949152545,0.024456521739130436,0.0,78.33333333333333,3.0,12.0,5,2,4,524,new_customers
13013,4739.84,1,13,2194,215,22.045767441860466,0.03504043126684636,7.0,168.76923076923077,3.0,12.0,5,3,5,535,potential_loyalists
14210,1886.0400000000002,105,6,756,101,18.673663366336637,0.02247191011235955,1.0,126.0,0.0,1.0,2,2,4,224,hibernating
16477,2494.46,63,7,1415,146,17.085342465753424,0.022653721682847898,0.0,202.14285714285714,3.0,12.0,3,2,5,325,hibernating
12600,2311.04,28,10,758,54,42.797037037037036,0.029069767441860465,1.0,75.8,3.0,12.0,4,2,5,425,new_customers
16013,16243.7,3,31,8810,101,160.82871287128714,0.08401084010840108,1691.0,284.19354838709677,3.0,10.0,5,3,5,535,potential_loyalists
12779,3381.3,37,7,1794,128,26.41640625,0.020895522388059702,28.0,256.2857142857143,0.0,1.0,3,2,5,325,hibernating
16926,230.25,371,1,35,14,16.446428571428573,1.0,0.0,35.0,3.0,12.0,1,4,1,141,about_to_sleep
17787,1817.54,152,4,896,128,14.19953125,0.01818181818181818,0.0,224.0,0.0,1.0,2,2,4,224,hibernating
12682,11019.82,3,31,5485,495,22.262262626262626,0.08401084010840108,0.0,176.93548387096774,0.0,11.0,5,3,5,535,potential_loyalists
14723,1122.3600000000001,10,6,673,259,4.333436293436294,0.016574585635359115,0.0,112.16666666666667,2.0,12.0,5,1,4,514,new_customers
17954,2276.68,5,12,2214,472,4.823474576271186,0.0326975476839237,5.0,184.5,5.0,12.0,5,3,5,535,potential_loyalists
17819,2128.07,71,7,887,42,50.66833333333334,0.023255813953488372,4.0,126.71428571428571,3.0,12.0,3,2,5,325,hibernating
12712,3396.78,28,13,946,104,32.661346153846154,0.0377906976744186,18.0,72.76923076923077,3.0,1.0,4,3,5,435,potential_loyalists
